iconCategory;magnitudeOfDelay;startTime;endTime;length;delay;roadNumbers;events;coordinates;date;time;site
8;4;2021-02-24T00:00:00Z;2021-05-08T22:59:59Z;128595;0;[];Closed, Roadworks;[[-8.4255964003, 41.553822761], [-8.4255400739, 41.553897905], [-8.4244980357, 41.5545322344], [-8.4244269571, 41.554569806]];08/05/2021;10:52:38;Braga
6;3;2021-05-08T08:33:00Z;2021-05-08T10:27:00Z;365.024;133;['N101'];Stationary traffic;[[-8.4180915794, 41.5574263109], [-8.4180151365, 41.5574611838], [-8.4178019009, 41.557545669], [-8.4177697144, 41.5575376407], [-8.4177147291, 41.5575255983], [-8.4176744959, 41.5575161901], [-8.4175564787, 41.5575242184], [-8.4174478493, 41.5575805418], [-8.4174076161, 41.5576100833], [-8.4173754296, 41.5576462733], [-8.4173512897, 41.5576851602], [-8.4173378787, 41.5577254269], [-8.4173325143, 41.5577683279], [-8.4173378787, 41.5578112289], [-8.4173526309, 41.5578514955], [-8.4173767707, 41.5578903823], [-8.4174102983, 41.5579252549], [-8.4174505315, 41.5579560507], [-8.417496129, 41.5579801981], [-8.4175484321, 41.5579976344], [-8.4176034174, 41.5580083596], [-8.4176597438, 41.5580123737], [-8.4177160702, 41.5580083596], [-8.4177710555, 41.5579976344], [-8.4178220174, 41.557978881], [-8.4179239414, 41.5581746941], [-8.4180821917, 41.558477758], [-8.418381258, 41.5590236081], [-8.4184416077, 41.5591322381], [-8.4186132691, 41.5594460225], [-8.4186266801, 41.5594728662], [-8.4187326274, 41.559667295], [-8.4187084875, 41.5598698139]];08/05/2021;11:07:40;Braga
6;2;2021-05-08T08:50:30Z;2021-05-08T10:32:00Z;301.14;135;[];Queuing traffic;[[-8.4170401535, 41.5545094029], [-8.4170482001, 41.5543833905], [-8.4170857511, 41.5536497665], [-8.4170924566, 41.5535263869], [-8.417123302, 41.5529134996], [-8.4171353719, 41.5525715197], [-8.4171434186, 41.5523394967], [-8.4171407363, 41.5520900978], [-8.4171514652, 41.551938551], [-8.417162194, 41.5518030619]];08/05/2021;11:12:41;Braga
6;3;2021-05-08T10:03:00Z;2021-05-08T10:37:30Z;325.09;144;[];Stationary traffic;[[-8.4170361302, 41.5546368577], [-8.4170240602, 41.554847421], [-8.4170119903, 41.5551812976], [-8.4170294247, 41.5552832227], [-8.4170709989, 41.5555582003], [-8.4172198615, 41.556163034], [-8.4173003278, 41.5565130234], [-8.4174626014, 41.5571701577], [-8.4175283155, 41.5574195998], [-8.4175564787, 41.5575242184]];08/05/2021;11:17:42;Braga
6;3;2021-05-08T08:58:00Z;2021-05-08T10:44:30Z;261.974;198;[];Stationary traffic;[[-8.4002857349, 41.5480386095], [-8.3999598465, 41.5479862925], [-8.3998096428, 41.5479568093], [-8.3996648035, 41.5479366729], [-8.3994569323, 41.5478990975], [-8.3992007813, 41.5478240093], [-8.3989848635, 41.5477543158], [-8.3988360009, 41.5476858769], [-8.3987072549, 41.5476269102], [-8.3985275469, 41.5475276704], [-8.3981721542, 41.5473251128], [-8.3979870818, 41.5472205404], [-8.3979669652, 41.5472084333], [-8.3978771112, 41.5471521636], [-8.3978167615, 41.5470958311], [-8.397772505, 41.5470287716], [-8.3977215431, 41.5468678033]];08/05/2021;11:22:42;Braga
6;3;2021-05-08T08:58:00Z;2021-05-08T10:50:30Z;261.974;163;[];Stationary traffic;[[-8.4002857349, 41.5480386095], [-8.3999598465, 41.5479862925], [-8.3998096428, 41.5479568093], [-8.3996648035, 41.5479366729], [-8.3994569323, 41.5478990975], [-8.3992007813, 41.5478240093], [-8.3989848635, 41.5477543158], [-8.3988360009, 41.5476858769], [-8.3987072549, 41.5476269102], [-8.3985275469, 41.5475276704], [-8.3981721542, 41.5473251128], [-8.3979870818, 41.5472205404], [-8.3979669652, 41.5472084333], [-8.3978771112, 41.5471521636], [-8.3978167615, 41.5470958311], [-8.397772505, 41.5470287716], [-8.3977215431, 41.5468678033]];08/05/2021;11:27:43;Braga
6;3;2021-05-08T08:58:00Z;2021-05-08T10:53:30Z;288.871;140;[];Stationary traffic;[[-8.4006008944, 41.5480922437], [-8.4004748306, 41.5480721074], [-8.4002991459, 41.5480413069], [-8.3999598465, 41.5479862925], [-8.3998096428, 41.5479568093], [-8.3996648035, 41.5479366729], [-8.3994569323, 41.5478990975], [-8.3992007813, 41.5478240093], [-8.3989848635, 41.5477543158], [-8.3988360009, 41.5476858769], [-8.3987072549, 41.5476269102], [-8.3985275469, 41.5475276704], [-8.3981721542, 41.5473251128], [-8.3979870818, 41.5472205404], [-8.3979669652, 41.5472084333], [-8.3978771112, 41.5471521636], [-8.3978167615, 41.5470958311], [-8.397772505, 41.5470287716], [-8.3977215431, 41.5468678033]];08/05/2021;11:32:44;Braga
6;3;2021-05-08T08:33:00Z;2021-05-08T10:57:30Z;383.15;203;['N101'];Stationary traffic;[[-8.4180915794, 41.5574263109], [-8.4180151365, 41.5574611838], [-8.4178019009, 41.557545669], [-8.4177697144, 41.5575376407], [-8.4177147291, 41.5575255983], [-8.4176744959, 41.5575161901], [-8.4175564787, 41.5575242184], [-8.4174478493, 41.5575805418], [-8.4174076161, 41.5576100833], [-8.4173754296, 41.5576462733], [-8.4173512897, 41.5576851602], [-8.4173378787, 41.5577254269], [-8.4173325143, 41.5577683279], [-8.4173378787, 41.5578112289], [-8.4173526309, 41.5578514955], [-8.4173767707, 41.5578903823], [-8.4174102983, 41.5579252549], [-8.4174505315, 41.5579560507], [-8.417496129, 41.5579801981], [-8.4175484321, 41.5579976344], [-8.4176034174, 41.5580083596], [-8.4176597438, 41.5580123737], [-8.4177160702, 41.5580083596], [-8.4177710555, 41.5579976344], [-8.4178220174, 41.557978881], [-8.4179239414, 41.5581746941], [-8.4180821917, 41.558477758], [-8.418381258, 41.5590236081], [-8.4184416077, 41.5591322381], [-8.4186132691, 41.5594460225], [-8.4186266801, 41.5594728662], [-8.4187326274, 41.559667295], [-8.4187084875, 41.5598711938], [-8.4186883709, 41.5600321297]];08/05/2021;11:37:45;Braga
6;3;2021-05-08T08:33:00Z;2021-05-08T11:02:30Z;383.15;129;['N101'];Stationary traffic;[[-8.4180915794, 41.5574263109], [-8.4180151365, 41.5574611838], [-8.4178019009, 41.557545669], [-8.4177697144, 41.5575376407], [-8.4177147291, 41.5575255983], [-8.4176744959, 41.5575161901], [-8.4175564787, 41.5575242184], [-8.4174478493, 41.5575805418], [-8.4174076161, 41.5576100833], [-8.4173754296, 41.5576462733], [-8.4173512897, 41.5576851602], [-8.4173378787, 41.5577254269], [-8.4173325143, 41.5577683279], [-8.4173378787, 41.5578112289], [-8.4173526309, 41.5578514955], [-8.4173767707, 41.5578903823], [-8.4174102983, 41.5579252549], [-8.4174505315, 41.5579560507], [-8.417496129, 41.5579801981], [-8.4175484321, 41.5579976344], [-8.4176034174, 41.5580083596], [-8.4176597438, 41.5580123737], [-8.4177160702, 41.5580083596], [-8.4177710555, 41.5579976344], [-8.4178220174, 41.557978881], [-8.4179239414, 41.5581746941], [-8.4180821917, 41.558477758], [-8.418381258, 41.5590236081], [-8.4184416077, 41.5591322381], [-8.4186132691, 41.5594460225], [-8.4186266801, 41.5594728662], [-8.4187326274, 41.559667295], [-8.4187084875, 41.5598711938], [-8.4186883709, 41.5600321297]];08/05/2021;11:42:46;Braga
6;3;2021-05-08T08:33:00Z;2021-05-08T11:07:30Z;383.15;127;['N101'];Stationary traffic;[[-8.4180915794, 41.5574263109], [-8.4180151365, 41.5574611838], [-8.4178019009, 41.557545669], [-8.4177697144, 41.5575376407], [-8.4177147291, 41.5575255983], [-8.4176744959, 41.5575161901], [-8.4175564787, 41.5575242184], [-8.4174478493, 41.5575805418], [-8.4174076161, 41.5576100833], [-8.4173754296, 41.5576462733], [-8.4173512897, 41.5576851602], [-8.4173378787, 41.5577254269], [-8.4173325143, 41.5577683279], [-8.4173378787, 41.5578112289], [-8.4173526309, 41.5578514955], [-8.4173767707, 41.5578903823], [-8.4174102983, 41.5579252549], [-8.4174505315, 41.5579560507], [-8.417496129, 41.5579801981], [-8.4175484321, 41.5579976344], [-8.4176034174, 41.5580083596], [-8.4176597438, 41.5580123737], [-8.4177160702, 41.5580083596], [-8.4177710555, 41.5579976344], [-8.4178220174, 41.557978881], [-8.4179239414, 41.5581746941], [-8.4180821917, 41.558477758], [-8.418381258, 41.5590236081], [-8.4184416077, 41.5591322381], [-8.4186132691, 41.5594460225], [-8.4186266801, 41.5594728662], [-8.4187326274, 41.559667295], [-8.4187084875, 41.5598711938], [-8.4186883709, 41.5600321297]];08/05/2021;11:47:47;Braga
6;2;2021-05-08T07:04:00Z;2021-05-08T11:12:30Z;187.557;58;['N103'];Queuing traffic;[[-8.4084248981, 41.5519425655], [-8.4082653067, 41.5519304593], [-8.4079756281, 41.552045813], [-8.4078468821, 41.5520968095], [-8.4077328882, 41.5521397142], [-8.4075625679, 41.5522094657], [-8.4074579618, 41.552257702], [-8.4072863004, 41.5523180445], [-8.4070824525, 41.5523676607], [-8.4068410537, 41.5524548497], [-8.4068115494, 41.552449518], [-8.4067699752, 41.5524414264], [-8.4067149899, 41.5524481381], [-8.4066626868, 41.5524588642], [-8.4066023371, 41.5524776819], [-8.4065808794, 41.5524843936], [-8.4064789555, 41.5525313125], [-8.4064038537, 41.5525929719]];08/05/2021;11:52:48;Braga
6;3;2021-05-08T11:03:00Z;2021-05-08T11:27:00Z;382.584;76;[];Stationary traffic;[[-8.4070234439, 41.5461047354], [-8.4071213446, 41.5459585696], [-8.4071642599, 41.5458847965], [-8.4072232685, 41.5457949638]];08/05/2021;12:07:50;Braga
6;2;2021-05-08T08:04:00Z;2021-05-08T11:33:30Z;342.159;263;['N101'];Queuing traffic;[[-8.4234412453, 41.5517574597], [-8.4235109828, 41.551777595], [-8.423552557, 41.5518097737], [-8.4235592625, 41.5518473468], [-8.4235726736, 41.5523194244], [-8.4235740147, 41.5523596318], [-8.423578038, 41.5525165719], [-8.4236571631, 41.5535773821], [-8.423667892, 41.5536793098], [-8.4237108073, 41.5539931206], [-8.4237269006, 41.5540306298], [-8.4237550638, 41.5540762304], [-8.4237805448, 41.5541138022], [-8.4238020024, 41.5541432826], [-8.4238489411, 41.5542009889], [-8.4239025853, 41.5542640267], [-8.4239361129, 41.5543056127], [-8.4241386197, 41.5545188115], [-8.4242606602, 41.5546636407]];08/05/2021;12:12:51;Braga
6;3;2021-05-08T08:58:00Z;2021-05-08T11:37:30Z;261.974;121;[];Stationary traffic;[[-8.4002857349, 41.5480386095], [-8.3999598465, 41.5479862925], [-8.3998096428, 41.5479568093], [-8.3996648035, 41.5479366729], [-8.3994569323, 41.5478990975], [-8.3992007813, 41.5478240093], [-8.3989848635, 41.5477543158], [-8.3988360009, 41.5476858769], [-8.3987072549, 41.5476269102], [-8.3985275469, 41.5475276704], [-8.3981721542, 41.5473251128], [-8.3979870818, 41.5472205404], [-8.3979669652, 41.5472084333], [-8.3978771112, 41.5471521636], [-8.3978167615, 41.5470958311], [-8.397772505, 41.5470287716], [-8.3977215431, 41.5468678033]];08/05/2021;12:17:52;Braga
6;3;2021-05-08T08:58:00Z;2021-05-08T11:44:00Z;261.974;177;[];Stationary traffic;[[-8.4002857349, 41.5480386095], [-8.3999598465, 41.5479862925], [-8.3998096428, 41.5479568093], [-8.3996648035, 41.5479366729], [-8.3994569323, 41.5478990975], [-8.3992007813, 41.5478240093], [-8.3989848635, 41.5477543158], [-8.3988360009, 41.5476858769], [-8.3987072549, 41.5476269102], [-8.3985275469, 41.5475276704], [-8.3981721542, 41.5473251128], [-8.3979870818, 41.5472205404], [-8.3979669652, 41.5472084333], [-8.3978771112, 41.5471521636], [-8.3978167615, 41.5470958311], [-8.397772505, 41.5470287716], [-8.3977215431, 41.5468678033]];08/05/2021;12:22:52;Braga
6;3;2021-05-08T08:58:00Z;2021-05-08T11:48:30Z;261.974;135;[];Stationary traffic;[[-8.4002857349, 41.5480386095], [-8.3999598465, 41.5479862925], [-8.3998096428, 41.5479568093], [-8.3996648035, 41.5479366729], [-8.3994569323, 41.5478990975], [-8.3992007813, 41.5478240093], [-8.3989848635, 41.5477543158], [-8.3988360009, 41.5476858769], [-8.3987072549, 41.5476269102], [-8.3985275469, 41.5475276704], [-8.3981721542, 41.5473251128], [-8.3979870818, 41.5472205404], [-8.3979669652, 41.5472084333], [-8.3978771112, 41.5471521636], [-8.3978167615, 41.5470958311], [-8.397772505, 41.5470287716], [-8.3977215431, 41.5468678033]];08/05/2021;12:27:53;Braga
6;3;2021-05-08T08:33:00Z;2021-05-08T11:52:30Z;295.182;133;['N101'];Stationary traffic;[[-8.4173378787, 41.5578112289], [-8.4173526309, 41.5578514955], [-8.4173767707, 41.5578903823], [-8.4174102983, 41.5579252549], [-8.4174505315, 41.5579560507], [-8.417496129, 41.5579801981], [-8.4175484321, 41.5579976344], [-8.4176034174, 41.5580083596], [-8.4176597438, 41.5580123737], [-8.4177160702, 41.5580083596], [-8.4177710555, 41.5579976344], [-8.4178220174, 41.557978881], [-8.4179239414, 41.5581746941], [-8.4180821917, 41.558477758], [-8.418381258, 41.5590236081], [-8.4184416077, 41.5591322381], [-8.4186132691, 41.5594460225], [-8.4186266801, 41.5594728662], [-8.4187326274, 41.559667295], [-8.4187084875, 41.5598711938], [-8.4186883709, 41.5600321297]];08/05/2021;12:32:54;Braga
6;3;2021-05-08T08:33:00Z;2021-05-08T11:57:30Z;314.147;125;['N101'];Stationary traffic;[[-8.4173754296, 41.5576462733], [-8.4173512897, 41.5576851602], [-8.4173378787, 41.5577254269], [-8.4173325143, 41.5577683279], [-8.4173378787, 41.5578112289], [-8.4173526309, 41.5578514955], [-8.4173767707, 41.5578903823], [-8.4174102983, 41.5579252549], [-8.4174505315, 41.5579560507], [-8.417496129, 41.5579801981], [-8.4175484321, 41.5579976344], [-8.4176034174, 41.5580083596], [-8.4176597438, 41.5580123737], [-8.4177160702, 41.5580083596], [-8.4177710555, 41.5579976344], [-8.4178220174, 41.557978881], [-8.4179239414, 41.5581746941], [-8.4180821917, 41.558477758], [-8.418381258, 41.5590236081], [-8.4184416077, 41.5591322381], [-8.4186132691, 41.5594460225], [-8.4186266801, 41.5594728662], [-8.4187326274, 41.559667295], [-8.4187084875, 41.5598711938], [-8.4186883709, 41.5600321297]];08/05/2021;12:37:55;Braga
6;3;2021-05-08T08:33:00Z;2021-05-08T12:02:30Z;334.667;138;['N101'];Stationary traffic;[[-8.4175564787, 41.5575242184], [-8.4174478493, 41.5575805418], [-8.4174076161, 41.5576100833], [-8.4173754296, 41.5576462733], [-8.4173512897, 41.5576851602], [-8.4173378787, 41.5577254269], [-8.4173325143, 41.5577683279], [-8.4173378787, 41.5578112289], [-8.4173526309, 41.5578514955], [-8.4173767707, 41.5578903823], [-8.4174102983, 41.5579252549], [-8.4174505315, 41.5579560507], [-8.417496129, 41.5579801981], [-8.4175484321, 41.5579976344], [-8.4176034174, 41.5580083596], [-8.4176597438, 41.5580123737], [-8.4177160702, 41.5580083596], [-8.4177710555, 41.5579976344], [-8.4178220174, 41.557978881], [-8.4179239414, 41.5581746941], [-8.4180821917, 41.558477758], [-8.418381258, 41.5590236081], [-8.4184416077, 41.5591322381], [-8.4186132691, 41.5594460225], [-8.4186266801, 41.5594728662], [-8.4187326274, 41.559667295], [-8.4187084875, 41.5598711938], [-8.4186883709, 41.5600321297]];08/05/2021;12:42:55;Braga
6;3;2021-05-08T08:33:00Z;2021-05-08T12:07:30Z;314.147;132;['N101'];Stationary traffic;[[-8.4173754296, 41.5576462733], [-8.4173512897, 41.5576851602], [-8.4173378787, 41.5577254269], [-8.4173325143, 41.5577683279], [-8.4173378787, 41.5578112289], [-8.4173526309, 41.5578514955], [-8.4173767707, 41.5578903823], [-8.4174102983, 41.5579252549], [-8.4174505315, 41.5579560507], [-8.417496129, 41.5579801981], [-8.4175484321, 41.5579976344], [-8.4176034174, 41.5580083596], [-8.4176597438, 41.5580123737], [-8.4177160702, 41.5580083596], [-8.4177710555, 41.5579976344], [-8.4178220174, 41.557978881], [-8.4179239414, 41.5581746941], [-8.4180821917, 41.558477758], [-8.418381258, 41.5590236081], [-8.4184416077, 41.5591322381], [-8.4186132691, 41.5594460225], [-8.4186266801, 41.5594728662], [-8.4187326274, 41.559667295], [-8.4187084875, 41.5598711938], [-8.4186883709, 41.5600321297]];08/05/2021;12:47:56;Braga
6;3;2021-05-08T11:31:00Z;2021-05-08T12:12:00Z;153.997;140;[];Stationary traffic;[[-8.4077100894, 41.5626150774], [-8.4076618097, 41.5626579752], [-8.4075344048, 41.5627773235], [-8.4074767373, 41.5628189041], [-8.4073386035, 41.5629154864], [-8.4071883998, 41.5630026612], [-8.4063421628, 41.5635431423]];08/05/2021;12:52:57;Braga
6;3;2021-05-08T07:04:00Z;2021-05-08T12:17:00Z;145.697;142;[];Stationary traffic;[[-8.4084248981, 41.5519425655], [-8.4082653067, 41.5519304593], [-8.4079756281, 41.552045813], [-8.4078468821, 41.5520968095], [-8.4077328882, 41.5521397142], [-8.4075625679, 41.5522094657], [-8.4074579618, 41.552257702], [-8.4072863004, 41.5523180445], [-8.4070824525, 41.5523676607], [-8.4068410537, 41.5524548497]];08/05/2021;12:57:57;Braga
6;3;2021-05-08T08:33:00Z;2021-05-08T12:22:00Z;266.794;142;['N101'];Stationary traffic;[[-8.4175484321, 41.5579976344], [-8.4176034174, 41.5580083596], [-8.4176597438, 41.5580123737], [-8.4177160702, 41.5580083596], [-8.4177710555, 41.5579976344], [-8.4178220174, 41.557978881], [-8.4179239414, 41.5581746941], [-8.4180821917, 41.558477758], [-8.418381258, 41.5590236081], [-8.4184416077, 41.5591322381], [-8.4186132691, 41.5594460225], [-8.4186266801, 41.5594728662], [-8.4187326274, 41.559667295], [-8.4187084875, 41.5598711938], [-8.4186883709, 41.5600321297]];08/05/2021;13:02:58;Braga
8;4;2021-02-24T00:00:00Z;2021-05-08T22:59:59Z;128.595;0;[];Closed, Roadworks;[[-8.4255964003, 41.553822761], [-8.4255400739, 41.553897905], [-8.4244980357, 41.5545322344], [-8.4243464909, 41.5546140263]];08/05/2021;13:23:01;Braga
6;3;2021-05-08T12:29:30Z;2021-05-08T12:52:30Z;134.971;171;[];Stationary traffic;[[-8.580417528, 41.1141778609], [-8.5805623672, 41.1140196085], [-8.5808493636, 41.1137393506], [-8.5809164188, 41.1136642655], [-8.5809620164, 41.1136159559], [-8.5810049317, 41.1135649939], [-8.5810558937, 41.1135113796], [-8.5811336778, 41.1134282111], [-8.5811819575, 41.1133732074], [-8.5812195084, 41.113327613], [-8.5812597416, 41.1132766508], [-8.5813321612, 41.1131800941]];08/05/2021;13:33:02;Porto
6;3;2021-05-08T12:29:30Z;2021-05-08T12:57:30Z;134.971;171;[];Stationary traffic;[[-8.580417528, 41.1141778609], [-8.5805623672, 41.1140196085], [-8.5808493636, 41.1137393506], [-8.5809164188, 41.1136642655], [-8.5809620164, 41.1136159559], [-8.5810049317, 41.1135649939], [-8.5810558937, 41.1135113796], [-8.5811336778, 41.1134282111], [-8.5811819575, 41.1133732074], [-8.5812195084, 41.113327613], [-8.5812597416, 41.1132766508], [-8.5813321612, 41.1131800941]];08/05/2021;13:38:03;Porto
6;1;2021-05-08T07:06:30Z;2021-05-08T14:22:30Z;348.404;34;['N101'];Slow traffic;[[-8.4192221305, 41.5648788348], [-8.4191108189, 41.5647112006], [-8.4189981661, 41.5645113936], [-8.4189498863, 41.5644175104], [-8.4189244053, 41.5643665237], [-8.4188868544, 41.5642793507], [-8.4188291869, 41.56409566], [-8.4187889538, 41.5639669069], [-8.4187178752, 41.5637026893], [-8.4187044642, 41.5636088049], [-8.4186950765, 41.563415705], [-8.4186816654, 41.5630791115], [-8.4186736188, 41.5629127896], [-8.4186709366, 41.5628564709], [-8.4186709366, 41.5628390359], [-8.4186722777, 41.5627987724], [-8.418676301, 41.5627142941], [-8.4186789832, 41.5626419199], [-8.4187138519, 41.5624232916], [-8.4187648139, 41.5620745886], [-8.4187728605, 41.561976688], [-8.4187782249, 41.5619109609], [-8.4187876127, 41.5618157569]];08/05/2021;15:03:16;Braga
6;3;2021-05-08T08:32:00Z;2021-05-08T14:37:30Z;375.728;137;[];Stationary traffic;[[-8.3989312193, 41.5424032514], [-8.3989808402, 41.5425682459], [-8.3990921519, 41.5429263389], [-8.3991350672, 41.5431221349], [-8.399208828, 41.5435526205], [-8.3992396734, 41.5437001092], [-8.399286612, 41.5440743186], [-8.3993134341, 41.5442982786], [-8.399298682, 41.5444618881], [-8.3992785654, 41.5446000274], [-8.3992691777, 41.5446670894], [-8.3992544255, 41.5447019065], [-8.3992436967, 41.5447032866], [-8.399222239, 41.5447167115], [-8.3991887114, 41.5447287563], [-8.3991645715, 41.5447488938], [-8.3991310439, 41.5447864083], [-8.3991162918, 41.5448253029], [-8.399106904, 41.5448494552], [-8.3991001985, 41.5448763051], [-8.3991015396, 41.5448896672], [-8.3991028807, 41.5449352743], [-8.3991109273, 41.5449607439], [-8.3990706942, 41.5450881548], [-8.3990318022, 41.5451739735], [-8.3989942512, 41.5452357027], [-8.3988199077, 41.5454676884], [-8.3986764095, 41.5456246453]];08/05/2021;15:18:19;Braga
6;3;2021-05-08T08:32:00Z;2021-05-08T14:42:30Z;375.728;153;[];Stationary traffic;[[-8.3989312193, 41.5424032514], [-8.3989808402, 41.5425682459], [-8.3990921519, 41.5429263389], [-8.3991350672, 41.5431221349], [-8.399208828, 41.5435526205], [-8.3992396734, 41.5437001092], [-8.399286612, 41.5440743186], [-8.3993134341, 41.5442982786], [-8.399298682, 41.5444618881], [-8.3992785654, 41.5446000274], [-8.3992691777, 41.5446670894], [-8.3992544255, 41.5447019065], [-8.3992436967, 41.5447032866], [-8.399222239, 41.5447167115], [-8.3991887114, 41.5447287563], [-8.3991645715, 41.5447488938], [-8.3991310439, 41.5447864083], [-8.3991162918, 41.5448253029], [-8.399106904, 41.5448494552], [-8.3991001985, 41.5448763051], [-8.3991015396, 41.5448896672], [-8.3991028807, 41.5449352743], [-8.3991109273, 41.5449607439], [-8.3990706942, 41.5450881548], [-8.3990318022, 41.5451739735], [-8.3989942512, 41.5452357027], [-8.3988199077, 41.5454676884], [-8.3986764095, 41.5456246453]];08/05/2021;15:23:20;Braga
6;2;2021-05-08T07:04:00Z;2021-05-08T14:52:30Z;187.557;50;['N103'];Queuing traffic;[[-8.4084248981, 41.5519425655], [-8.4082653067, 41.5519304593], [-8.4079756281, 41.552045813], [-8.4078468821, 41.5520968095], [-8.4077328882, 41.5521397142], [-8.4075625679, 41.5522094657], [-8.4074579618, 41.552257702], [-8.4072863004, 41.5523180445], [-8.4070824525, 41.5523676607], [-8.4068410537, 41.5524548497], [-8.4068115494, 41.552449518], [-8.4067699752, 41.5524414264], [-8.4067149899, 41.5524481381], [-8.4066626868, 41.5524588642], [-8.4066023371, 41.5524776819], [-8.4065808794, 41.5524843936], [-8.4064789555, 41.5525313125], [-8.4064038537, 41.5525929719]];08/05/2021;15:33:21;Braga
6;3;2021-05-08T15:49:00Z;2021-05-08T16:13:00Z;251.594;207;[];Stationary traffic;[[-8.5824157737, 41.1637759694], [-8.5825431786, 41.1636914764], [-8.5826035283, 41.1636498923], [-8.5826692424, 41.1636163853], [-8.5831171713, 41.1634446853], [-8.5832392118, 41.1634004508], [-8.5833009026, 41.1633789962], [-8.5834913395, 41.1633105936], [-8.5837702892, 41.1632194111], [-8.5840814255, 41.1631228648], [-8.5845038734, 41.162977982], [-8.5846205495, 41.1629391109], [-8.5847452722, 41.1628988516], [-8.5848391495, 41.1628465396], [-8.5849236391, 41.1627956159], [-8.5849933765, 41.1627419787], [-8.5850295864, 41.1627017193]];08/05/2021;16:53:34;Porto
6;2;2021-05-08T15:35:00Z;2021-05-08T16:28:00Z;438.195;173;[];Queuing traffic;[[-8.4280492804, 41.5487628251], [-8.4274565122, 41.5489545887], [-8.4271038017, 41.5490632357], [-8.4267685256, 41.5491651078], [-8.4266813538, 41.5491919558], [-8.4262401304, 41.5493260704], [-8.4253818235, 41.5495875866], [-8.4251685879, 41.5496532635], [-8.4249955854, 41.5497095938], [-8.4247488222, 41.5497873771], [-8.4242767534, 41.5496921552], [-8.4241104565, 41.5496439169], [-8.423898562, 41.5495701481], [-8.4238449178, 41.5495486949], [-8.4236196122, 41.54945617], [-8.4234720907, 41.5493729916], [-8.4233902833, 41.549323373], [-8.4232789717, 41.5492590131], [-8.4232454441, 41.5492388771]];08/05/2021;17:08:36;Braga
6;3;2021-05-08T07:33:00Z;2021-05-08T16:33:00Z;262.461;76;[];Stationary traffic;[[-8.4071213446, 41.5551129292], [-8.4071562133, 41.5549935667], [-8.4071481667, 41.5549305297], [-8.4071253679, 41.5547642495], [-8.4071159801, 41.5546971979], [-8.4071106157, 41.5546556121], [-8.407101228, 41.5545912575], [-8.40692152, 41.5532756125], [-8.4069054267, 41.5531576265], [-8.4069000623, 41.5530301688], [-8.4069483421, 41.5528531578], [-8.406947001, 41.5527686665]];08/05/2021;17:13:37;Braga
6;3;2021-05-08T13:22:30Z;2021-05-08T17:03:00Z;295.182;209;['N101'];Stationary traffic;[[-8.4173378787, 41.5578112289], [-8.4173526309, 41.5578514955], [-8.4173767707, 41.5578903823], [-8.4174102983, 41.5579252549], [-8.4174505315, 41.5579560507], [-8.417496129, 41.5579801981], [-8.4175484321, 41.5579976344], [-8.4176034174, 41.5580083596], [-8.4176597438, 41.5580123737], [-8.4177160702, 41.5580083596], [-8.4177710555, 41.5579976344], [-8.4178220174, 41.557978881], [-8.4179239414, 41.5581746941], [-8.4180821917, 41.558477758], [-8.418381258, 41.5590236081], [-8.4184416077, 41.5591322381], [-8.4186132691, 41.5594460225], [-8.4186266801, 41.5594728662], [-8.4187326274, 41.559667295], [-8.4187084875, 41.5598711938], [-8.4186883709, 41.5600321297]];08/05/2021;17:43:42;Braga
6;2;2021-05-08T07:33:00Z;2021-05-08T18:08:30Z;262.461;57;[];Queuing traffic;[[-8.4071213446, 41.5551129292], [-8.4071562133, 41.5549935667], [-8.4071481667, 41.5549305297], [-8.4071253679, 41.5547642495], [-8.4071159801, 41.5546971979], [-8.4071106157, 41.5546556121], [-8.407101228, 41.5545912575], [-8.40692152, 41.5532756125], [-8.4069054267, 41.5531576265], [-8.4069000623, 41.5530301688], [-8.4069483421, 41.5528531578], [-8.406947001, 41.5527686665]];08/05/2021;18:48:53;Braga
